0.000000 0.000000
1.000000 164.000000
2.000000 249.600000
3.000000 299.000000
4.000000 333.700000
5.000000 359.400000
6.000000 377.100000
7.000000 389.600000
8.000000 402.000000
9.000000 410.100000
10.000000 419.200000
11.000000 424.700000
12.000000 429.400000
13.000000 432.900000
14.000000 436.200000
15.000000 439.700000
16.000000 442.600000
17.000000 445.600000
18.000000 447.900000
19.000000 450.900000
20.000000 452.800000
21.000000 454.800000
22.000000 456.900000
23.000000 458.800000
24.000000 460.700000
25.000000 461.500000
26.000000 462.800000
27.000000 463.100000
28.000000 464.400000
29.000000 465.600000
30.000000 467.000000
31.000000 468.700000
32.000000 469.000000
33.000000 469.800000
34.000000 471.000000
35.000000 471.800000
36.000000 472.500000
37.000000 473.000000
38.000000 473.800000
39.000000 473.900000
40.000000 474.100000
41.000000 474.500000
42.000000 475.100000
43.000000 475.300000
44.000000 476.200000
45.000000 476.900000
46.000000 477.300000
47.000000 477.500000
48.000000 477.900000
49.000000 478.100000
50.000000 478.400000
51.000000 479.100000
52.000000 479.400000
53.000000 480.200000
54.000000 480.600000
55.000000 480.800000
56.000000 481.000000
57.000000 481.000000
58.000000 481.300000
59.000000 481.400000
60.000000 481.900000
61.000000 482.300000
62.000000 482.600000
63.000000 482.800000
64.000000 483.300000
65.000000 483.400000
66.000000 483.600000
67.000000 483.700000
68.000000 483.800000
69.000000 484.000000
70.000000 484.200000
71.000000 484.400000
72.000000 484.300000
73.000000 484.500000
74.000000 484.900000
75.000000 484.800000
76.000000 485.100000
77.000000 485.300000
78.000000 485.300000
79.000000 485.600000
80.000000 485.800000
81.000000 485.900000
82.000000 486.000000
83.000000 486.300000
84.000000 486.300000
85.000000 486.300000
86.000000 486.500000
87.000000 486.600000
88.000000 486.700000
89.000000 486.800000
90.000000 486.900000
91.000000 486.800000
92.000000 486.900000
93.000000 486.700000
94.000000 486.700000
95.000000 486.800000
96.000000 486.700000
97.000000 486.600000
98.000000 486.700000
99.000000 486.600000
100.000000 486.600000
101.000000 486.600000
102.000000 486.700000
103.000000 487.000000
104.000000 487.100000
105.000000 487.200000
106.000000 487.200000
107.000000 487.300000
108.000000 487.500000
109.000000 487.300000
110.000000 487.100000
111.000000 487.200000
112.000000 487.000000
113.000000 487.100000
114.000000 487.300000
115.000000 487.400000
116.000000 487.300000
117.000000 487.400000
118.000000 487.600000
119.000000 488.000000
120.000000 487.800000
